name,brand,category,price_usd,list_price_usd,product_url
Calm Elevation Slide Sandals,Nike,Sports > Women's Sports > Footwear > Sandals & Flip Flops,53.79,53.79,https://www.zalora.com.ph/p/nike-calm-elevation-slide-sandals-multi-4264160
Calma Sandals,Call It Spring,Women > Shoes > Sandals > Flat Sandals,57.06,57.06,https://www.zalora.com.ph/p/call-it-spring-calma-sandals-black-4201633
Camellia Floral Mary Jane Shoes WW277-5,Twenty Eight Shoes,Women > Shoes > Heels > Mid Heels,60.03,80.5,https://www.zalora.com.ph/p/twenty-eight-shoes-camellia-floral-mary-jane-shoes-ww277-5-beige-4269405
Camellia Quilted Mary Jane Shoes WW350-2,Twenty Eight Shoes,Women > Shoes > Heels > Mid Heels,65.43,81.79,https://www.zalora.com.ph/p/twenty-eight-shoes-camellia-quilted-mary-jane-shoes-ww350-2-beige-4221774
Cameo Slides,CLN,Women > Shoes > Sandals > Flat Sandals,13.04,13.04,https://www.zalora.com.ph/p/cln-cameo-slides-brown-4238851
Camera Print Graphic Black Cotton Short Sleeve Crew Neck Relaxed Tee,QuirkyT,Sports > Men's Sports > Clothing > T-Shirts,29.43,65.4,https://www.zalora.com.ph/p/quirkyt-camera-print-graphic-black-cotton-short-sleeve-crew-neck-relaxed-tee-black-2916077
Camo Shape Graphic T-Shirt,ADIDAS,Men > Sports > Clothing > Tops,26.12,26.12,https://www.zalora.com.ph/p/adidas-camo-shape-graphic-t-shirt-black-3657526
Camouflage Cotton Casual Shorts GJL1701,Twenty Eight Shoes,Men > Clothing > Shorts > Chinos,34.61,43.75,https://www.zalora.com.ph/p/twenty-eight-shoes-camouflage-cotton-casual-shorts-gjl1701-blue-2592112
Campo Chromefree Sneakers,Veja,Men > Shoes > Sneakers,155.09,155.09,https://www.zalora.com.ph/p/veja-campo-chromefree-sneakers-white-4098957
Campo J-Mesh Jute Pierre Sneakers,Veja,Women > Shoes > Sneakers,127.33,127.33,https://www.zalora.com.ph/p/veja-campo-j-mesh-jute-pierre-sneakers-beige-4234537
Campo Suede Sneakers,Veja,Men > Shoes > Sneakers,155.09,155.09,https://www.zalora.com.ph/p/veja-campo-suede-sneakers-black-3483654
Campus 00S Sneakers,ADIDAS,Men > Sports > Footwear > Lifestyle,89.79,89.79,https://www.zalora.com.ph/p/adidas-campus-00s-sneakers-grey-2715504
Cancun Crochet Halter Top,Peppermayo,Women > Clothing > Tops,36.7,36.7,https://www.zalora.com.ph/p/peppermayo-cancun-crochet-halter-top-blue-2397367
Cansu Mandarin Collar Shirt Dress With Accent Button,BADOMODA,Women > Clothing > Dresses > Work Dresses,12.9,22.77,https://www.zalora.com.ph/p/badomoda-cansu-mandarin-collar-shirt-dress-with-accent-button-brown-2818834
Canvas Espadrille Overlay Slides,Superdry,Women > Shoes > Sandals > Flat Sandals,36.85,82.42,https://www.zalora.com.ph/p/superdry-canvas-espadrille-overlay-slides-black-3989336
Caracal,PUMA,Men > Sports > Footwear > Sneakers,44.57,57.14,https://www.zalora.com.ph/p/puma-caracal-white-2317074
Cargo Jeans For Women,Terranova,Women > Clothing > Jeans,32.57,32.57,https://www.zalora.com.ph/p/terranova-cargo-jeans-for-women-blue-3357939
Cargo Shorts,Bossini Men,Men > Clothing > Shorts > Cargo,10.0,22.2,https://www.zalora.com.ph/p/bossini-men-cargo-shorts-beige-3275362
Cargo Trousers for Women,Terranova,Women > Clothing > Pants & Leggings > Wide-legged Pants,27.74,27.74,https://www.zalora.com.ph/p/terranova-cargo-trousers-for-women-green-3379532
Carlson Low-Top Sneakers,ALDO,Men > Shoes > Sneakers,35.91,92.97,https://www.zalora.com.ph/p/aldo-carlson-low-top-sneakers-beige-4179607
Carly Garterized Shorts,Chictees,Women > Clothing > Shorts > Casual Shorts,10.0,10.0,https://www.zalora.com.ph/p/chictees-carly-garterized-shorts-black-3598123
Carmen Neckline Long Stylish Evening Dress,Trendyol,Women > Clothing > Dresses > Party Dresses,125.15,155.89,https://www.zalora.com.ph/p/trendyol-carmen-neckline-long-stylish-evening-dress-black-3719401
Carmichael Loafers,Call It Spring,Men > Shoes > Loafers & Boat Shoes,21.22,53.79,https://www.zalora.com.ph/p/call-it-spring-carmichael-loafers-beige-3971742
Carone Embroidery Hem Filipiniana Blouse,BADOMODA,Women > Clothing > Tops > Blouses,16.16,24.41,https://www.zalora.com.ph/p/badomoda-carone-embroidery-hem-filipiniana-blouse-green-3459649
Carrie Mandarin Collar With Yoke Top,BADOMODA,Women > Clothing > Tops > Blouses,16.16,23.26,https://www.zalora.com.ph/p/badomoda-carrie-mandarin-collar-with-yoke-top-green-3169266
Carrot Fit Denim Jeans,DeFacto,Women > Clothing > Jeans,41.94,44.22,https://www.zalora.com.ph/p/defacto-carrot-fit-denim-jeans-blue-3609094
Cashmere Wool Tweed Work Pants,Jnby,Women > Clothing > Pants & Leggings,393.92,393.92,https://www.zalora.com.ph/p/jnby-cashmere-wool-tweed-work-pants-black-3554397
Casual Air Cushion Crocodile Texture Leather Sneakers MDS1390,Twenty Eight Shoes,Men > Shoes > Sneakers,74.75,103.83,https://www.zalora.com.ph/p/twenty-eight-shoes-casual-air-cushion-crocodile-texture-leather-sneakers-mds1390-white-2611131
Casual Blazer Jacket,Well Suited,Men > Clothing > Blazers & Suits > Blazers,68.56,97.95,https://www.zalora.com.ph/p/well-suited-casual-blazer-jacket-black-2833374
Casual Color Matching Polo Shirt AX-HD3006,Twenty Eight Shoes,Men > Clothing > Polos,47.23,56.19,https://www.zalora.com.ph/p/twenty-eight-shoes-casual-color-matching-polo-shirt-ax-hd3006-green-3723907
Casual Denim Long Sleeve Shirt AX6019,Twenty Eight Shoes,Men > Clothing > Shirts,37.37,46.84,https://www.zalora.com.ph/p/twenty-eight-shoes-casual-denim-long-sleeve-shirt-ax6019-blue-3034062
Casual Double Breasted Suit Jacket YGH-EQ8885,HAPPY FRIDAYS,Women > Clothing > Blazers,66.43,94.83,https://www.zalora.com.ph/p/happy-fridays-casual-double-breasted-suit-jacket-ygh-eq8885-pink-3585068
Casual Knitted Straight Leg Pants,URBAN REVIVO,Women > Clothing > Pants & Leggings,42.28,42.28,https://www.zalora.com.ph/p/urban-revivo-casual-knitted-straight-leg-pants-white-2639901
Casual Lined Slip Ons,Soho,Women > Shoes > Slip-Ons,51.08,51.08,https://www.zalora.com.ph/p/soho-casual-lined-slip-ons-brown-3726394
Casual Pants,Trendyol,Women > Clothing > Pants & Leggings > Straight Leg Pants,23.74,28.23,https://www.zalora.com.ph/p/trendyol-casual-pants-black-2581073
Casual Pleated Pocket Skirt AF9820,Twenty Eight Shoes,Women > Clothing > Skirts > Maxi Skirts,37.53,46.67,https://www.zalora.com.ph/p/twenty-eight-shoes-casual-pleated-pocket-skirt-af9820-black-3374959
Casual Printed Polo Shirt AX-PL1011,Twenty Eight Shoes,Men > Clothing > Polos,38.53,51.37,https://www.zalora.com.ph/p/twenty-eight-shoes-casual-printed-polo-shirt-ax-pl1011-blue-3295323
Casual Style Long-Sleeve Pleated Suit Jacket CZJ8312,Twenty Eight Shoes,Women > Clothing > Jackets & Coats > Coats,48.96,79.49,https://www.zalora.com.ph/p/twenty-eight-shoes-casual-style-long-sleeve-pleated-suit-jacket-czj8312-grey-2824260
Casual Washed Jeans AX-ZH10,Twenty Eight Shoes,Men > Clothing > Jeans > Regular,48.04,57.45,https://www.zalora.com.ph/p/twenty-eight-shoes-casual-washed-jeans-ax-zh10-black-2991979
Cathinka Short Sleeves V-Neck Dress,JACQUELINE DE YONG,Women > Clothing > Dresses > Summer Dresses,12.28,41.61,https://www.zalora.com.ph/p/jacqueline-de-yong-cathinka-short-sleeves-v-neck-dress-white-3618436
Cayla Gathered Sleeve Tee,FORCAST,Women > Clothing > Tops > T-Shirts,13.79,27.59,https://www.zalora.com.ph/p/forcast-cayla-gathered-sleeve-tee-blue-2975767
Cece 2.0 Comfy Ballerina,My Ballerine,Women > Shoes > Flats > Ballerinas,40.14,52.88,https://www.zalora.com.ph/p/my-ballerine-cece-2-0-comfy-ballerina-brown-4070592
Cecilia Slides,CLN,Women > Shoes > Sandals > Flat Sandals,19.08,21.21,https://www.zalora.com.ph/p/cln-cecilia-slides-black-3269722
Cersy Natural Waist Wide Leg Trousers,BADOMODA,Women > Clothing > Pants & Leggings > Wide-legged Pants,17.79,26.04,https://www.zalora.com.ph/p/badomoda-cersy-natural-waist-wide-leg-trousers-beige-3169138
Chain Mini Dress,KOTON,Women > Clothing > Dresses > Party Dresses,23.33,23.33,https://www.zalora.com.ph/p/koton-chain-mini-dress-black-3426664
Chalan Extended Sleeves Printed Blouse,BADOMODA,Women > Clothing > Tops > Blouses,26.04,26.04,https://www.zalora.com.ph/p/badomoda-chalan-extended-sleeves-printed-blouse-red-3635818
Chandani Sleeveless Dress with Electric Pleats,Paperdolls,Women > Clothing > Dresses > Work Dresses,57.12,57.12,https://www.zalora.com.ph/p/paperdolls-chandani-sleeveless-dress-with-electric-pleats-white-3706743
Chanson Laser Cut Tent Dress,BADOMODA,Women > Clothing > Dresses > Party Dresses,14.53,26.04,https://www.zalora.com.ph/p/badomoda-chanson-laser-cut-tent-dress-pink-2677536
Chara Overlap Detail With Lace Insert Dress,BADOMODA,Women > Clothing > Dresses > Maxi Dresses,21.06,30.94,https://www.zalora.com.ph/p/badomoda-chara-overlap-detail-with-lace-insert-dress-beige-3428351
Chara Overlap Detail With Lace Insert Dress,BADOMODA,Women > Clothing > Dresses > Maxi Dresses,21.06,30.94,https://www.zalora.com.ph/p/badomoda-chara-overlap-detail-with-lace-insert-dress-white-3428352
Charcoal Grey Classic Suit,SST&C,Men > Clothing > Blazers & Suits > Suit Jacket,189.45,189.45,https://www.zalora.com.ph/p/sst-c-charcoal-grey-classic-suit-grey-3513888
Charged Edge Men's Training Shoes,Under Armour,Sports > Men's Sports > Footwear > Sneakers,78.28,78.28,https://www.zalora.com.ph/p/under-armour-charged-edge-men-s-training-shoes-black-4175663
Charged Edge Men's Training Shoes,Under Armour,Sports > Men's Sports > Footwear > Sneakers,56.68,78.28,https://www.zalora.com.ph/p/under-armour-charged-edge-men-s-training-shoes-white-3858616
Charged Edge Shoes,Under Armour,Men > Shoes > Sports Shoes,65.17,78.28,https://www.zalora.com.ph/p/under-armour-charged-edge-shoes-green-2953874
Charged Surge 4 Shoes,Under Armour,Sports > Men's Sports > Footwear > Sneakers,51.78,58.69,https://www.zalora.com.ph/p/under-armour-charged-surge-4-shoes-grey-3255838
Charged Surge 4 Shoes,Under Armour,Sports > Men's Sports > Footwear > Sneakers,58.69,58.69,https://www.zalora.com.ph/p/under-armour-charged-surge-4-shoes-black-3365507
Charged+ Ascend Men's Running Shoes,Under Armour,Sports > Men's Sports > Footwear > Sneakers,54.69,58.69,https://www.zalora.com.ph/p/under-armour-charged-ascend-men-s-running-shoes-grey-4176403
Charged+ Assert 11 Running Shoes,Under Armour,Sports > Women's Sports > Footwear > Running Shoes,54.17,58.69,https://www.zalora.com.ph/p/under-armour-charged-assert-11-running-shoes-black-4176995
Charismaa Heeled Sandals,Call It Spring,Women > Shoes > Heels > Mid Heels,44.08,63.59,https://www.zalora.com.ph/p/call-it-spring-charismaa-heeled-sandals-gold-4212537
Charlie Comfy Sandals,My Ballerine,Women > Shoes > Sandals > Flat Sandals,52.88,71.98,https://www.zalora.com.ph/p/my-ballerine-charlie-comfy-sandals-beige-3313509
Charmer Corset Wrap Mini Dress,Heather Clothing,Women > Clothing > Dresses > Party Dresses,48.97,48.97,https://www.zalora.com.ph/p/heather-clothing-charmer-corset-wrap-mini-dress-blue-2844455
Check Collar White Skinny Shirt,SST&C,Women > Clothing > Tops > Shirts,65.94,65.94,https://www.zalora.com.ph/p/sst-c-check-collar-white-skinny-shirt-white-3578606
Checked Jacket,KOTON,Men > Clothing > Jackets & Coats,19.8,49.77,https://www.zalora.com.ph/p/koton-checked-jacket-grey-3409902
Checkered Dress With High Side Slits,iROO,Women > Clothing > Dresses,121.82,121.82,https://www.zalora.com.ph/p/iroo-checkered-dress-with-high-side-slits-multi-3634243
Checkered Midi Dress with Front Pockets,Hopeshow,Women > Clothing > Dresses,69.79,69.79,https://www.zalora.com.ph/p/hopeshow-checkered-midi-dress-with-front-pockets-red-3200544
Checkered Shorts With Fold Up Cuffs,iROO,Women > Clothing > Shorts,87.27,87.27,https://www.zalora.com.ph/p/iroo-checkered-shorts-with-fold-up-cuffs-multi-3183611
Chelsea Open Front Top,Cotton On,Women > Clothing > Tops,10.0,34.7,https://www.zalora.com.ph/p/cotton-on-chelsea-open-front-top-orange-3765587
Chelsea boots,H&M,Men > Shoes > Boots,32.49,40.65,https://www.zalora.com.ph/p/hm-chelsea-boots-black-3450963
Cherise Zip Up Slacks,BADOMODA,Women > Clothing > Pants & Leggings > Skinny Pants,17.79,30.94,https://www.zalora.com.ph/p/badomoda-cherise-zip-up-slacks-beige-2677560
Cherry Accent Mary Jane Flats in Black,Rag & CO.,Women > Shoes > Flats > Ballerinas,34.1,61.86,https://www.zalora.com.ph/p/rag-co-cherry-accent-mary-jane-flats-in-black-black-3815041
Chestee Jute Rhinestone Sandals,Happy2U,Women > Shoes > Sneakers,53.69,53.69,https://www.zalora.com.ph/p/happy2u-chestee-jute-rhinestone-sandals-beige-4160216
Chic Relax Fit Blazer Jacket,Well Suited,Women > Clothing > Blazers,54.85,78.36,https://www.zalora.com.ph/p/well-suited-chic-relax-fit-blazer-jacket-black-2819984
Chicago Bulls Pullover Hoodie for Men Core Collection,NBA,Sports > Men's Sports > Clothing > Outerwear & Hoodies,24.47,40.73,https://www.zalora.com.ph/p/nba-chicago-bulls-pullover-hoodie-for-men-core-collection-red-3766646
Chicago Bulls Pullover Hoodie for Men Core Collection,NBA,Sports > Men's Sports > Clothing > Outerwear & Hoodies,24.47,40.73,https://www.zalora.com.ph/p/nba-chicago-bulls-pullover-hoodie-for-men-core-collection-black-3766641
Chicago Bulls Womens T-Shirt Distressed Collection,NBA,Sports > Women's Sports > Clothing > T-Shirts,11.41,21.14,https://www.zalora.com.ph/p/nba-chicago-bulls-womens-t-shirt-distressed-collection-black-3638657
Chicsneaker Low-Top Sneakers,ALDO,Women > Shoes > Sneakers,53.87,79.91,https://www.zalora.com.ph/p/aldo-chicsneaker-low-top-sneakers-white-4211275
Chicsneaker Sneakers,ALDO,Women > Shoes > Sneakers,85.66,106.03,https://www.zalora.com.ph/p/aldo-chicsneaker-sneakers-grey-3715061
Chiffon Ruffle Long Dress,KOTON,Women > Clothing > Dresses > Summer Dresses,20.77,52.22,https://www.zalora.com.ph/p/koton-chiffon-ruffle-long-dress-pink-3407439
Chill Slides Women's Slides,World Balance,Women > Shoes > Sandals > Flat Sandals,10.0,10.0,https://www.zalora.com.ph/p/world-balance-chill-slides-women-s-slides-black-white-3768197
Chipra Sleeveless Top,RAF,Women > Clothing > Tops > Sleeveless,39.15,39.15,https://www.zalora.com.ph/p/raf-chipra-sleeveless-top-brown-3766547
Chloe Shirred Cami Top,Cotton On,Women > Clothing > Tops > Sleeveless,10.0,26.84,https://www.zalora.com.ph/p/cotton-on-chloe-shirred-cami-top-blue-3725037
Chloe Sports Leggings,RAISING LITTLE,Sports > Women's Sports > Clothing > Tights,35.91,35.91,https://www.zalora.com.ph/p/raising-little-chloe-sports-leggings-black-1681667
Chuck 70,Converse,Women > Shoes > Sneakers,83.85,91.09,https://www.zalora.com.ph/p/converse-chuck-70-black-4310435
Chuck Taylor 70's - Ox,Converse,Women > Shoes > Sneakers,68.48,68.48,https://www.zalora.com.ph/p/converse-chuck-taylor-70-s-ox-white-3561758
Chuck Taylor All Star,Converse,Women > Shoes > Sneakers,64.73,64.73,https://www.zalora.com.ph/p/converse-chuck-taylor-all-star-pink-4341917
Chuck Taylor All Star,Converse,Women > Shoes > Sneakers,44.93,66.2,https://www.zalora.com.ph/p/converse-chuck-taylor-all-star-white-4216898
Chuck Taylor All Star Canvas - Ox,Converse,Women > Shoes > Sneakers,48.81,48.81,https://www.zalora.com.ph/p/converse-chuck-taylor-all-star-canvas-ox-navy-3561922
Chuck Taylor All Star Hi Sneakers,Converse,Women > Shoes > Sneakers,71.06,74.93,https://www.zalora.com.ph/p/converse-chuck-taylor-all-star-hi-sneakers-grey-4159564
Chuck Taylor All Star Lift Ox Sneakers,Converse,Women > Shoes > Sneakers,42.05,74.93,https://www.zalora.com.ph/p/converse-chuck-taylor-all-star-lift-ox-sneakers-blue-4128865
Chuck Taylor All Star Lift Sneakers,Converse,Women > Shoes > Sneakers,65.14,65.14,https://www.zalora.com.ph/p/converse-chuck-taylor-all-star-lift-sneakers-white-3974502
Chuck Taylor All Star Sneakers,Converse,Women > Shoes > Sneakers,53.71,53.71,https://www.zalora.com.ph/p/converse-chuck-taylor-all-star-sneakers-black-3974506
Chuck Taylor Lift Double Stack Hi Sneakers,Converse,Women > Shoes > Sneakers,77.25,81.46,https://www.zalora.com.ph/p/converse-chuck-taylor-lift-double-stack-hi-sneakers-white-3686333
Chunky Anti-Skid Flyknit Sneakers in Blue,London Rag,Women > Shoes > Sneakers,37.69,47.0,https://www.zalora.com.ph/p/london-rag-chunky-anti-skid-flyknit-sneakers-in-blue-blue-3573023
Chunky Anti-Skid Flyknit Sneakers in Orange,London Rag,Women > Shoes > Sneakers,37.69,47.0,https://www.zalora.com.ph/p/london-rag-chunky-anti-skid-flyknit-sneakers-in-orange-orange-3573055
Chunky Faux Leather Calf Boots in Black,London Rag,Women > Shoes > Boots > Heeled Boots,65.28,93.2,https://www.zalora.com.ph/p/london-rag-chunky-faux-leather-calf-boots-in-black-black-3616136
Chunky Heeled Snow Boots in Dark Grey,London Rag,Women > Shoes > Boots > Flat Boots,47.16,72.47,https://www.zalora.com.ph/p/london-rag-chunky-heeled-snow-boots-in-dark-grey-grey-3954052
Chunky flip-flops,H&M,Women > Shoes > Sandals,24.32,24.32,https://www.zalora.com.ph/p/hm-chunky-flip-flops-purple-4146120
Cindy Loungewear Shorts Set,THE LOUNGE EDIT,Women > Clothing > Lingerie & Loungewear > Loungewear,22.04,22.04,https://www.zalora.com.ph/p/the-lounge-edit-cindy-loungewear-shorts-set-blue-2108585
Cintilante Sand,Grendha,Women > Shoes > Sandals > Flat Sandals,19.51,19.51,https://www.zalora.com.ph/p/grendha-cintilante-sand-gold-4345512
Citrine Cora Women's Sandals,Vionic,Women > Shoes > Sandals > Flat Sandals,82.28,117.54,https://www.zalora.com.ph/p/vionic-citrine-cora-women-s-sandals-brown-3922612
Citronel Tie Back Babydoll Dress,BADOMODA,Women > Clothing > Dresses > Mini Dresses,19.43,29.3,https://www.zalora.com.ph/p/badomoda-citronel-tie-back-babydoll-dress-pink-3427802
City Response,Nike,Sports > Men's Sports > Footwear > Sneakers,42.82,73.38,https://www.zalora.com.ph/p/nike-city-response-multi-4188086
Classic Block High Heels,Trendyol,Women > Shoes > Heels > High Heels,54.35,54.35,https://www.zalora.com.ph/p/trendyol-classic-block-high-heels-gold-4293954
Classic Dan Women's Casual Shoes,Sebago,Women > Shoes > Flats > Loafers & Boat Shoes,155.09,155.09,https://www.zalora.com.ph/p/sebago-classic-dan-women-s-casual-shoes-brown-1389980
Classic Fit L.12.12 Polo Shirt,Lacoste,Men > Clothing > Polos,97.13,97.13,https://www.zalora.com.ph/p/lacoste-classic-fit-l-12-12-polo-shirt-yellow-3633825
Classic Slip-On,VANS,Women > Shoes > Sneakers,64.73,64.73,https://www.zalora.com.ph/p/vans-classic-slip-on-blue-4366626
Classic Slip-On,VANS,Women > Shoes > Sneakers,70.61,70.61,https://www.zalora.com.ph/p/vans-classic-slip-on-multi-4366493
Classic Slip-On Platform,VANS,Women > Shoes > Sneakers,70.61,70.61,https://www.zalora.com.ph/p/vans-classic-slip-on-platform-multi-4366538
Classic Sneakers,Soho,Women > Shoes > Sneakers,31.93,57.94,https://www.zalora.com.ph/p/soho-classic-sneakers-black-4277579
Classic Sneakers,Soho,Women > Shoes > Sneakers,53.97,78.18,https://www.zalora.com.ph/p/soho-classic-sneakers-white-4277010
Classic Sneakers,Soho,Women > Shoes > Sneakers,49.25,52.39,https://www.zalora.com.ph/p/soho-classic-sneakers-black-4276814
Classic Sports Tights,DeFacto,Sports > Women's Sports > Clothing > Tights,73.14,80.79,https://www.zalora.com.ph/p/defacto-classic-sports-tights-red-3751937
Classic Surf Sliding Triangle Bikini Top,Rip Curl,Women > Clothing > Swimwear & Beachwear > Bikinis,10.0,50.81,https://www.zalora.com.ph/p/rip-curl-classic-surf-sliding-triangle-bikini-top-pink-3196733
Classic VN Women's Shoes,K-Swiss,Women > Shoes > Sneakers,96.32,96.32,https://www.zalora.com.ph/p/k-swiss-classic-vn-women-s-shoes-white-4222177
Classic Will Men's Dress Shoes,Sebago,Men > Shoes > Loafers & Boat Shoes,155.09,155.09,https://www.zalora.com.ph/p/sebago-classic-will-men-s-dress-shoes-black-1495418
Classic Zipper Hoodies TX-YH709,Twenty Eight Shoes,Men > Clothing > Hoodies & Sweatshirts > Hoodies,70.18,78.2,https://www.zalora.com.ph/p/twenty-eight-shoes-classic-zipper-hoodies-tx-yh709-black-3098741
